Date,Reference,Account,Amount,Memo
01/22/2026,SO-#80924,1061.000,21.80,Credit Card/PayPal - Order #80924
01/22/2026,SO-#80924,3000.000,-17.99,Sales - Order #80924
01/22/2026,SO-#80924,3034.000,2.69,Discount - Order #80924
01/22/2026,SO-#80924,3040.000,-6.50,Shipping - Order #80924
01/22/2026,SO-#80919,1061.000,41.41,Credit Card/PayPal - Order #80919
01/22/2026,SO-#80919,3000.000,-31.80,Sales - Order #80919
01/22/2026,SO-#80919,2110.000,-3.11,Sales Tax - Order #80919
01/22/2026,SO-#80919,3040.000,-6.50,Shipping - Order #80919
01/22/2026,SO-#80917,1061.000,13.50,Credit Card/PayPal - Order #80917
01/22/2026,SO-#80917,3000.000,-7.00,Sales - Order #80917
01/22/2026,SO-#80917,3040.000,-6.50,Shipping - Order #80917
01/22/2026,SO-#80914,1061.000,78.05,Credit Card/PayPal - Order #80914
01/22/2026,SO-#80914,3000.000,-84.04,Sales - Order #80914
01/22/2026,SO-#80914,3034.000,12.60,Discount - Order #80914
01/22/2026,SO-#80914,2110.000,-6.61,Sales Tax - Order #80914
01/22/2026,SO-#80912,1061.000,27.71,Credit Card/PayPal - Order #80912
01/22/2026,SO-#80912,3000.000,-24.95,Sales - Order #80912
01/22/2026,SO-#80912,3034.000,3.74,Discount - Order #80912
01/22/2026,SO-#80912,3040.000,-6.50,Shipping - Order #80912
01/22/2026,SO-#80910,1061.000,30.35,Credit Card/PayPal - Order #80910
01/22/2026,SO-#80910,3000.000,-23.85,Sales - Order #80910
01/22/2026,SO-#80910,3040.000,-6.50,Shipping - Order #80910
01/22/2026,SO-#80909,1061.000,139.99,Credit Card/PayPal - Order #80909
01/22/2026,SO-#80909,3000.000,-139.99,Sales - Order #80909
01/22/2026,SO-#80908,1061.000,53.01,Credit Card/PayPal - Order #80908
01/22/2026,SO-#80908,3000.000,-49.90,Sales - Order #80908
01/22/2026,SO-#80908,3034.000,7.48,Discount - Order #80908
01/22/2026,SO-#80908,2110.000,-4.09,Sales Tax - Order #80908
01/22/2026,SO-#80908,3040.000,-6.50,Shipping - Order #80908
01/22/2026,SO-#80907,1061.000,152.75,Credit Card/PayPal - Order #80907
01/22/2026,SO-#80907,3000.000,-179.70,Sales - Order #80907
01/22/2026,SO-#80907,3034.000,26.95,Discount - Order #80907
01/22/2026,SO-#80874,1061.000,16.10,Credit Card/PayPal - Order #80874
01/22/2026,SO-#80874,3000.000,-8.95,Sales - Order #80874
01/22/2026,SO-#80874,2110.000,-0.65,Sales Tax - Order #80874
01/22/2026,SO-#80874,3040.000,-6.50,Shipping - Order #80874
