Date,Reference,Account,Amount,Memo
01/25/2026,SO-#81166,1061.000,48.48,Credit Card/PayPal - Order #81166
01/25/2026,SO-#81166,3000.000,-61.04,Sales - Order #81166
01/25/2026,SO-#81166,3034.000,15.14,Discount - Order #81166
01/25/2026,SO-#81166,2110.000,-2.58,Sales Tax - Order #81166
01/25/2026,SO-#81165,1061.000,121.72,Credit Card/PayPal - Order #81165
01/25/2026,SO-#81165,3000.000,-125.39,Sales - Order #81165
01/25/2026,SO-#81165,3034.000,11.90,Discount - Order #81165
01/25/2026,SO-#81165,2110.000,-8.23,Sales Tax - Order #81165
01/25/2026,SO-#81164,1061.000,50.85,Credit Card/PayPal - Order #81164
01/25/2026,SO-#81164,3000.000,-47.40,Sales - Order #81164
01/25/2026,SO-#81164,2110.000,-3.45,Sales Tax - Order #81164
01/25/2026,SO-#81162,1061.000,141.19,Credit Card/PayPal - Order #81162
01/25/2026,SO-#81162,3000.000,-131.64,Sales - Order #81162
01/25/2026,SO-#81162,2110.000,-9.55,Sales Tax - Order #81162
01/25/2026,SO-#81160,1061.000,43.81,Credit Card/PayPal - Order #81160
01/25/2026,SO-#81160,3000.000,-40.85,Sales - Order #81160
01/25/2026,SO-#81160,2110.000,-2.96,Sales Tax - Order #81160
01/25/2026,SO-#81159,1061.000,10.29,Credit Card/PayPal - Order #81159
01/25/2026,SO-#81159,3000.000,-10.29,Sales - Order #81159
01/25/2026,SO-#81158,1061.000,139.41,Credit Card/PayPal - Order #81158
01/25/2026,SO-#81158,3000.000,-129.99,Sales - Order #81158
01/25/2026,SO-#81158,2110.000,-9.42,Sales Tax - Order #81158
01/25/2026,SO-#81157,1061.000,10.19,Credit Card/PayPal - Order #81157
01/25/2026,SO-#81157,3000.000,-9.50,Sales - Order #81157
01/25/2026,SO-#81157,2110.000,-0.69,Sales Tax - Order #81157
01/25/2026,SO-#81154,1061.000,343.15,Credit Card/PayPal - Order #81154
01/25/2026,SO-#81154,3000.000,-319.95,Sales - Order #81154
01/25/2026,SO-#81154,2110.000,-23.20,Sales Tax - Order #81154
01/25/2026,SO-#81152,2320.000,50.00,Gift Cards/Gift Certificates - Order #81152
01/25/2026,SO-#81152,2320.000,25.00,Gift Cards/Gift Certificates - Order #81152
