Date,Reference,Account,Amount,Memo
01/03/2026,SO-#80102,1061.000,190.18,Credit Card/PayPal - Order #80102
01/03/2026,SO-#80102,3000.000,-190.18,Sales - Order #80102
01/03/2026,SO-#80101,1051.000,524.30,Cash/Check - Order #80101
01/03/2026,SO-#80101,3000.000,-488.85,Sales - Order #80101
01/03/2026,SO-#80101,2110.000,-35.45,Sales Tax - Order #80101
01/03/2026,SO-#80100,1061.000,442.52,Credit Card/PayPal - Order #80100
01/03/2026,SO-#80100,3000.000,-412.60,Sales - Order #80100
01/03/2026,SO-#80100,2110.000,-29.92,Sales Tax - Order #80100
01/03/2026,SO-#80099,1061.000,344.85,Credit Card/PayPal - Order #80099
01/03/2026,SO-#80099,3000.000,-344.85,Sales - Order #80099
01/03/2026,SO-#80098,1061.000,98.73,Credit Card/PayPal - Order #80098
01/03/2026,SO-#80098,3000.000,-92.05,Sales - Order #80098
01/03/2026,SO-#80098,2110.000,-6.68,Sales Tax - Order #80098
01/03/2026,SO-#80097,1061.000,131.72,Credit Card/PayPal - Order #80097
01/03/2026,SO-#80097,3000.000,-122.80,Sales - Order #80097
01/03/2026,SO-#80097,2110.000,-8.92,Sales Tax - Order #80097
01/03/2026,SO-#80095,1061.000,37.53,Credit Card/PayPal - Order #80095
01/03/2026,SO-#80095,3000.000,-34.99,Sales - Order #80095
01/03/2026,SO-#80095,2110.000,-2.54,Sales Tax - Order #80095
01/03/2026,SO-#80093,1051.000,14.00,Cash/Check - Order #80093
01/03/2026,SO-#80093,1061.000,4.56,Credit Card/PayPal - Order #80093
01/03/2026,SO-#80093,3000.000,-17.30,Sales - Order #80093
01/03/2026,SO-#80093,2110.000,-1.26,Sales Tax - Order #80093
01/03/2026,SO-#80092,1061.000,15.89,Credit Card/PayPal - Order #80092
01/03/2026,SO-#80092,3000.000,0.00,Sales - Order #80092
01/03/2026,SO-#80092,2110.000,-0.64,Sales Tax - Order #80092
01/03/2026,SO-#80092,3040.000,-6.50,Shipping - Order #80092
01/03/2026,RF-#80092,3035.000,15.89,Refund - Order #80092
01/03/2026,RF-#80092,1061.000,-15.89,Refund Credit Card/PayPal - Order #80092
01/03/2026,SO-#80091,1061.000,321.00,Credit Card/PayPal - Order #80091
01/03/2026,SO-#80091,3000.000,-323.00,Sales - Order #80091
01/03/2026,SO-#80091,3034.000,2.00,Discount - Order #80091
01/03/2026,SO-#80090,1051.000,68.75,Cash/Check - Order #80090
01/03/2026,SO-#80090,3000.000,-64.05,Sales - Order #80090
01/03/2026,SO-#80090,2110.000,-4.70,Sales Tax - Order #80090
