Date,Reference,Account,Amount,Memo
01/18/2026,SO-#80789,2340.000,4.34,Store Credit/Store Credit Adjustments - Order #80789
01/18/2026,SO-#80789,3000.000,-4.50,Sales - Order #80789
01/18/2026,SO-#80789,3034.000,0.45,Discount - Order #80789
01/18/2026,SO-#80789,2110.000,-0.29,Sales Tax - Order #80789
01/18/2026,SO-#80788,1061.000,10.29,Credit Card/PayPal - Order #80788
01/18/2026,SO-#80788,3000.000,-10.29,Sales - Order #80788
01/18/2026,SO-#80787,1061.000,20.31,Credit Card/PayPal - Order #80787
01/18/2026,SO-#80787,3000.000,-21.28,Sales - Order #80787
01/18/2026,SO-#80787,3034.000,1.64,Discount - Order #80787
01/18/2026,SO-#80787,2110.000,-0.67,Sales Tax - Order #80787
01/18/2026,SO-#80786,1061.000,11.27,Credit Card/PayPal - Order #80786
01/18/2026,SO-#80786,3000.000,-15.00,Sales - Order #80786
01/18/2026,SO-#80786,3034.000,4.50,Discount - Order #80786
01/18/2026,SO-#80786,2110.000,-0.77,Sales Tax - Order #80786
01/18/2026,SO-#80785,1061.000,59.92,Credit Card/PayPal - Order #80785
01/18/2026,SO-#80785,3000.000,-71.70,Sales - Order #80785
01/18/2026,SO-#80785,3034.000,15.84,Discount - Order #80785
01/18/2026,SO-#80785,2110.000,-4.06,Sales Tax - Order #80785
01/18/2026,SO-#80784,1061.000,58.95,Credit Card/PayPal - Order #80784
01/18/2026,SO-#80784,3000.000,-78.45,Sales - Order #80784
01/18/2026,SO-#80784,3034.000,23.49,Discount - Order #80784
01/18/2026,SO-#80784,2110.000,-3.99,Sales Tax - Order #80784
01/18/2026,SO-#80782,1061.000,16.09,Credit Card/PayPal - Order #80782
01/18/2026,SO-#80782,3000.000,-15.00,Sales - Order #80782
01/18/2026,SO-#80782,2110.000,-1.09,Sales Tax - Order #80782
01/18/2026,SO-#80781,1061.000,129.15,Credit Card/PayPal - Order #80781
01/18/2026,SO-#80781,3000.000,-120.40,Sales - Order #80781
01/18/2026,SO-#80781,2110.000,-8.75,Sales Tax - Order #80781
