Date,Reference,Account,Amount,Memo
01/11/2026,SO-#80448,1061.000,26.71,Credit Card/PayPal - Order #80448
01/11/2026,SO-#80448,3000.000,-24.90,Sales - Order #80448
01/11/2026,SO-#80448,2110.000,-1.81,Sales Tax - Order #80448
01/11/2026,SO-#80446,1061.000,98.31,Credit Card/PayPal - Order #80446
01/11/2026,SO-#80446,3000.000,-96.73,Sales - Order #80446
01/11/2026,SO-#80446,2110.000,-1.58,Sales Tax - Order #80446
01/11/2026,SO-#80444,1061.000,77.16,Credit Card/PayPal - Order #80444
01/11/2026,SO-#80444,3000.000,-71.90,Sales - Order #80444
01/11/2026,SO-#80444,2110.000,-5.26,Sales Tax - Order #80444
01/11/2026,SO-#80443,1061.000,198.36,Credit Card/PayPal - Order #80443
01/11/2026,SO-#80443,3000.000,-184.95,Sales - Order #80443
01/11/2026,SO-#80443,2110.000,-13.41,Sales Tax - Order #80443
01/11/2026,SO-#80442,1061.000,144.76,Credit Card/PayPal - Order #80442
01/11/2026,SO-#80442,3000.000,-297.83,Sales - Order #80442
01/11/2026,SO-#80442,3034.000,161.46,Discount - Order #80442
01/11/2026,SO-#80442,2110.000,-8.39,Sales Tax - Order #80442
01/11/2026,SO-#80440,1061.000,135.78,Credit Card/PayPal - Order #80440
01/11/2026,SO-#80440,3000.000,-126.57,Sales - Order #80440
01/11/2026,SO-#80440,2110.000,-9.21,Sales Tax - Order #80440
01/11/2026,SO-#80439,1051.000,182.00,Cash/Check - Order #80439
01/11/2026,SO-#80439,3000.000,-169.70,Sales - Order #80439
01/11/2026,SO-#80439,2110.000,-12.30,Sales Tax - Order #80439
01/11/2026,SO-#80436,1051.000,259.24,Cash/Check - Order #80436
01/11/2026,SO-#80436,3000.000,-241.70,Sales - Order #80436
01/11/2026,SO-#80436,2110.000,-17.54,Sales Tax - Order #80436
01/11/2026,SO-#80435,1061.000,26.81,Credit Card/PayPal - Order #80435
01/11/2026,SO-#80435,3000.000,-25.00,Sales - Order #80435
01/11/2026,SO-#80435,2110.000,-1.81,Sales Tax - Order #80435
01/11/2026,SO-#80434,1061.000,120.27,Credit Card/PayPal - Order #80434
01/11/2026,SO-#80434,3000.000,-131.90,Sales - Order #80434
01/11/2026,SO-#80434,3034.000,19.73,Discount - Order #80434
