Date,Reference,Account,Amount,Memo
01/23/2026,SO-#80990,3034.000,14.00,Discount - Order #80990
01/23/2026,SO-#80988,1061.000,185.47,Credit Card/PayPal - Order #80988
01/23/2026,SO-#80988,3000.000,-199.95,Sales - Order #80988
01/23/2026,SO-#80988,3034.000,29.99,Discount - Order #80988
01/23/2026,SO-#80988,2110.000,-15.51,Sales Tax - Order #80988
01/23/2026,SO-#80983,1061.000,79.95,Credit Card/PayPal - Order #80983
01/23/2026,SO-#80983,3000.000,-79.95,Sales - Order #80983
01/23/2026,SO-#80982,1061.000,18.29,Credit Card/PayPal - Order #80982
01/23/2026,SO-#80982,3000.000,-12.69,Sales - Order #80982
01/23/2026,SO-#80982,3034.000,1.90,Discount - Order #80982
01/23/2026,SO-#80982,2110.000,-1.00,Sales Tax - Order #80982
01/23/2026,SO-#80982,3040.000,-6.50,Shipping - Order #80982
01/23/2026,SO-#80978,1061.000,325.57,Credit Card/PayPal - Order #80978
01/23/2026,SO-#80978,3000.000,-348.99,Sales - Order #80978
01/23/2026,SO-#80978,3034.000,52.34,Discount - Order #80978
01/23/2026,SO-#80978,2110.000,-30.57,Sales Tax - Order #80978
01/23/2026,SO-#80971,1061.000,29.24,Credit Card/PayPal - Order #80971
01/23/2026,SO-#80971,3000.000,-24.95,Sales - Order #80971
01/23/2026,SO-#80971,3034.000,3.74,Discount - Order #80971
01/23/2026,SO-#80971,2110.000,-1.53,Sales Tax - Order #80971
01/23/2026,SO-#80971,3040.000,-6.50,Shipping - Order #80971
01/23/2026,SO-#80969,1061.000,1179.87,Credit Card/PayPal - Order #80969
01/23/2026,SO-#80969,3000.000,-1095.00,Sales - Order #80969
01/23/2026,SO-#80969,2110.000,-84.87,Sales Tax - Order #80969
01/23/2026,SO-#80966,1061.000,30.44,Credit Card/PayPal - Order #80966
01/23/2026,SO-#80966,3000.000,-24.00,Sales - Order #80966
01/23/2026,SO-#80966,3034.000,2.00,Discount - Order #80966
01/23/2026,SO-#80966,2110.000,-1.94,Sales Tax - Order #80966
01/23/2026,SO-#80966,3040.000,-6.50,Shipping - Order #80966
01/23/2026,SO-#80965,1061.000,11.00,Credit Card/PayPal - Order #80965
01/23/2026,SO-#80965,3000.000,-4.50,Sales - Order #80965
01/23/2026,SO-#80965,3040.000,-6.50,Shipping - Order #80965
01/23/2026,SO-#80956,1061.000,21.35,Credit Card/PayPal - Order #80956
01/23/2026,SO-#80956,3000.000,-14.85,Sales - Order #80956
01/23/2026,SO-#80956,3040.000,-6.50,Shipping - Order #80956
01/23/2026,SO-#80952,1061.000,32.98,Credit Card/PayPal - Order #80952
01/23/2026,SO-#80952,3000.000,-31.15,Sales - Order #80952
01/23/2026,SO-#80952,3034.000,4.67,Discount - Order #80952
01/23/2026,SO-#80952,3040.000,-6.50,Shipping - Order #80952
01/23/2026,SO-#80921,2320.000,150.00,Gift Cards/Gift Certificates - Order #80921
01/23/2026,SO-#80921,1061.000,96.66,Credit Card/PayPal - Order #80921
01/23/2026,SO-#80921,3000.000,-229.99,Sales - Order #80921
01/23/2026,SO-#80921,2110.000,-16.67,Sales Tax - Order #80921
01/23/2026,SO-#80906,1061.000,103.65,Credit Card/PayPal - Order #80906
01/23/2026,SO-#80906,3000.000,-103.65,Sales - Order #80906
