Date,Reference,Account,Amount,Memo
01/16/2026,RF-#80705,3035.000,9.75,Refund - Order #80705
01/16/2026,RF-#80705,1061.000,-9.75,Refund Credit Card/PayPal - Order #80705
01/16/2026,SO-#80703,1061.000,143.20,Credit Card/PayPal - Order #80703
01/16/2026,SO-#80703,3000.000,-133.50,Sales - Order #80703
01/16/2026,SO-#80703,2110.000,-9.70,Sales Tax - Order #80703
01/16/2026,SO-#80701,1061.000,380.42,Credit Card/PayPal - Order #80701
01/16/2026,SO-#80701,3000.000,-354.70,Sales - Order #80701
01/16/2026,SO-#80701,2110.000,-25.72,Sales Tax - Order #80701
01/16/2026,SO-#80700,1061.000,64.54,Credit Card/PayPal - Order #80700
01/16/2026,SO-#80700,3000.000,-64.54,Sales - Order #80700
01/16/2026,SO-#80699,1051.000,4.36,Cash/Check - Order #80699
01/16/2026,SO-#80699,3000.000,-4.50,Sales - Order #80699
01/16/2026,SO-#80699,3034.000,0.44,Discount - Order #80699
01/16/2026,SO-#80699,2110.000,-0.30,Sales Tax - Order #80699
01/16/2026,SO-#80698,1061.000,42.31,Credit Card/PayPal - Order #80698
01/16/2026,SO-#80698,3000.000,-39.44,Sales - Order #80698
01/16/2026,SO-#80698,2110.000,-2.87,Sales Tax - Order #80698
01/16/2026,SO-#80694,1051.000,49.15,Cash/Check - Order #80694
01/16/2026,SO-#80694,3000.000,-57.25,Sales - Order #80694
01/16/2026,SO-#80694,3034.000,11.45,Discount - Order #80694
01/16/2026,SO-#80694,2110.000,-3.35,Sales Tax - Order #80694
01/16/2026,SO-#80693,1061.000,138.33,Credit Card/PayPal - Order #80693
01/16/2026,SO-#80693,3000.000,-134.03,Sales - Order #80693
01/16/2026,SO-#80693,2110.000,-4.30,Sales Tax - Order #80693
01/16/2026,SO-#80691,1061.000,526.80,Credit Card/PayPal - Order #80691
01/16/2026,SO-#80691,3000.000,-480.00,Sales - Order #80691
01/16/2026,SO-#80691,2110.000,-46.80,Sales Tax - Order #80691
01/16/2026,SO-#80690,1061.000,36.34,Credit Card/PayPal - Order #80690
01/16/2026,SO-#80690,3000.000,-33.88,Sales - Order #80690
01/16/2026,SO-#80690,2110.000,-2.46,Sales Tax - Order #80690
01/16/2026,SO-#80689,1051.000,7.93,Cash/Check - Order #80689
01/16/2026,SO-#80689,3000.000,-11.20,Sales - Order #80689
01/16/2026,SO-#80689,3034.000,3.81,Discount - Order #80689
01/16/2026,SO-#80689,2110.000,-0.54,Sales Tax - Order #80689
01/16/2026,SO-#80688,1061.000,251.16,Credit Card/PayPal - Order #80688
01/16/2026,SO-#80688,3000.000,-237.17,Sales - Order #80688
01/16/2026,SO-#80688,3034.000,3.00,Discount - Order #80688
01/16/2026,SO-#80688,2110.000,-16.99,Sales Tax - Order #80688
01/16/2026,SO-#80687,1061.000,75.80,Credit Card/PayPal - Order #80687
01/16/2026,SO-#80687,3000.000,-70.65,Sales - Order #80687
01/16/2026,SO-#80687,2110.000,-5.15,Sales Tax - Order #80687
01/16/2026,SO-#80686,1061.000,24.66,Credit Card/PayPal - Order #80686
01/16/2026,SO-#80686,3000.000,-22.99,Sales - Order #80686
01/16/2026,SO-#80686,2110.000,-1.67,Sales Tax - Order #80686
01/16/2026,SO-#80683,1061.000,120.86,Credit Card/PayPal - Order #80683
01/16/2026,SO-#80683,3000.000,-112.65,Sales - Order #80683
01/16/2026,SO-#80683,2110.000,-8.21,Sales Tax - Order #80683
01/16/2026,SO-#80682,2320.000,214.45,Gift Cards/Gift Certificates - Order #80682
01/16/2026,SO-#80682,3000.000,-199.95,Sales - Order #80682
01/16/2026,SO-#80682,2110.000,-14.50,Sales Tax - Order #80682
01/16/2026,SO-#80678,1061.000,26.76,Credit Card/PayPal - Order #80678
01/16/2026,SO-#80678,3000.000,-24.95,Sales - Order #80678
01/16/2026,SO-#80678,2110.000,-1.81,Sales Tax - Order #80678
01/16/2026,SO-#80677,1061.000,100.00,Credit Card/PayPal - Order #80677
01/16/2026,SO-#80677,3000.000,-100.00,Sales - Order #80677
01/16/2026,SO-#80676,1061.000,187.49,Credit Card/PayPal - Order #80676
01/16/2026,SO-#80676,3000.000,-202.05,Sales - Order #80676
01/16/2026,SO-#80676,3034.000,30.22,Discount - Order #80676
01/16/2026,SO-#80676,2110.000,-15.66,Sales Tax - Order #80676
01/16/2026,SO-#80675,1061.000,103.10,Credit Card/PayPal - Order #80675
01/16/2026,SO-#80675,3000.000,-103.10,Sales - Order #80675
01/16/2026,SO-#80674,2320.000,8.47,Gift Cards/Gift Certificates - Order #80674
01/16/2026,SO-#80674,3000.000,-7.90,Sales - Order #80674
01/16/2026,SO-#80674,2110.000,-0.57,Sales Tax - Order #80674
01/16/2026,SO-#80673,1061.000,20.58,Credit Card/PayPal - Order #80673
01/16/2026,SO-#80673,3000.000,-20.58,Sales - Order #80673
01/16/2026,SO-#80672,1051.000,23.73,Cash/Check - Order #80672
01/16/2026,SO-#80672,3000.000,-27.65,Sales - Order #80672
01/16/2026,SO-#80672,3034.000,5.53,Discount - Order #80672
01/16/2026,SO-#80672,2110.000,-1.61,Sales Tax - Order #80672
01/16/2026,SO-#80670,1061.000,75.60,Credit Card/PayPal - Order #80670
01/16/2026,SO-#80670,3000.000,-55.60,Sales - Order #80670
01/16/2026,SO-#80670,3040.000,-20.00,Shipping - Order #80670
01/16/2026,SO-#80668,1061.000,165.00,Credit Card/PayPal - Order #80668
01/16/2026,SO-#80668,3000.000,-180.00,Sales - Order #80668
01/16/2026,SO-#80668,3034.000,15.00,Discount - Order #80668
01/16/2026,SO-#80667,1061.000,10.29,Credit Card/PayPal - Order #80667
01/16/2026,SO-#80667,3000.000,-10.29,Sales - Order #80667
01/16/2026,SO-#80666,2320.000,9.58,Gift Cards/Gift Certificates - Order #80666
01/16/2026,SO-#80666,3000.000,-10.50,Sales - Order #80666
01/16/2026,SO-#80666,3034.000,1.57,Discount - Order #80666
01/16/2026,SO-#80666,2110.000,-0.65,Sales Tax - Order #80666
01/16/2026,SO-#80664,1061.000,42.18,Credit Card/PayPal - Order #80664
01/16/2026,SO-#80664,3000.000,-56.05,Sales - Order #80664
01/16/2026,SO-#80664,3034.000,16.72,Discount - Order #80664
01/16/2026,SO-#80664,2110.000,-2.85,Sales Tax - Order #80664
01/16/2026,SO-#80662,1061.000,19.50,Credit Card/PayPal - Order #80662
01/16/2026,SO-#80662,3000.000,-19.50,Sales - Order #80662
01/16/2026,SO-#80661,1061.000,24.18,Credit Card/PayPal - Order #80661
01/16/2026,SO-#80661,3000.000,-23.24,Sales - Order #80661
01/16/2026,SO-#80661,2110.000,-0.94,Sales Tax - Order #80661
01/16/2026,SO-#80660,1061.000,10.29,Credit Card/PayPal - Order #80660
01/16/2026,SO-#80660,3000.000,-10.29,Sales - Order #80660
01/16/2026,SO-#80659,1061.000,10.29,Credit Card/PayPal - Order #80659
01/16/2026,SO-#80659,3000.000,-10.29,Sales - Order #80659
01/16/2026,SO-#80658,1061.000,10.29,Credit Card/PayPal - Order #80658
01/16/2026,SO-#80658,3000.000,-10.29,Sales - Order #80658
01/16/2026,SO-#80657,1061.000,24.42,Credit Card/PayPal - Order #80657
01/16/2026,SO-#80657,3000.000,-32.45,Sales - Order #80657
01/16/2026,SO-#80657,3034.000,9.68,Discount - Order #80657
01/16/2026,SO-#80657,2110.000,-1.65,Sales Tax - Order #80657
01/16/2026,SO-#80656,1051.000,19.08,Cash/Check - Order #80656
01/16/2026,SO-#80656,3000.000,-25.35,Sales - Order #80656
01/16/2026,SO-#80656,3034.000,7.57,Discount - Order #80656
01/16/2026,SO-#80656,2110.000,-1.30,Sales Tax - Order #80656
01/16/2026,SO-#80654,1061.000,24.40,Credit Card/PayPal - Order #80654
01/16/2026,SO-#80654,3000.000,-17.90,Sales - Order #80654
01/16/2026,SO-#80654,3040.000,-6.50,Shipping - Order #80654
01/16/2026,SO-#80640,1061.000,38.97,Credit Card/PayPal - Order #80640
01/16/2026,SO-#80640,3000.000,-29.70,Sales - Order #80640
01/16/2026,SO-#80640,2110.000,-2.77,Sales Tax - Order #80640
01/16/2026,SO-#80640,3040.000,-6.50,Shipping - Order #80640
01/16/2026,SO-#80603,1061.000,42.70,Credit Card/PayPal - Order #80603
01/16/2026,SO-#80603,3000.000,-36.20,Sales - Order #80603
01/16/2026,SO-#80603,3040.000,-6.50,Shipping - Order #80603
01/16/2026,SO-#80595,1061.000,251.85,Credit Card/PayPal - Order #80595
01/16/2026,SO-#80595,3000.000,-231.10,Sales - Order #80595
01/16/2026,SO-#80595,2110.000,-20.75,Sales Tax - Order #80595
01/16/2026,SO-#80594,1061.000,98.13,Credit Card/PayPal - Order #80594
01/16/2026,SO-#80594,3000.000,-91.00,Sales - Order #80594
01/16/2026,SO-#80594,2110.000,-7.81,Sales Tax - Order #80594
01/16/2026,SO-#80593,1061.000,50.50,Credit Card/PayPal - Order #80593
01/16/2026,SO-#80593,3000.000,-44.00,Sales - Order #80593
01/16/2026,SO-#80593,3040.000,-6.50,Shipping - Order #80593
01/16/2026,SO-#80592,1061.000,18.20,Credit Card/PayPal - Order #80592
01/16/2026,SO-#80592,3000.000,-11.70,Sales - Order #80592
01/16/2026,SO-#80592,3040.000,-6.50,Shipping - Order #80592
01/16/2026,SO-#80572,1061.000,184.95,Credit Card/PayPal - Order #80572
01/16/2026,SO-#80572,3000.000,-184.95,Sales - Order #80572
