Date,Reference,Account,Amount,Memo
01/05/2026,SO-#80166,3000.000,-58.70,Sales - Order #80166
01/05/2026,SO-#80166,3034.000,17.61,Discount - Order #80166
01/05/2026,SO-#80166,2110.000,-2.98,Sales Tax - Order #80166
01/05/2026,SO-#80163,1061.000,492.64,Credit Card/PayPal - Order #80163
01/05/2026,SO-#80163,3000.000,-459.34,Sales - Order #80163
01/05/2026,SO-#80163,2110.000,-33.30,Sales Tax - Order #80163
01/05/2026,SO-#80162,1061.000,11.81,Credit Card/PayPal - Order #80162
01/05/2026,SO-#80162,3000.000,-11.00,Sales - Order #80162
01/05/2026,SO-#80162,2110.000,-0.81,Sales Tax - Order #80162
01/05/2026,SO-#80161,1061.000,128.45,Credit Card/PayPal - Order #80161
01/05/2026,SO-#80161,3000.000,-124.83,Sales - Order #80161
01/05/2026,SO-#80161,2110.000,-3.62,Sales Tax - Order #80161
01/05/2026,SO-#80158,1061.000,125.18,Credit Card/PayPal - Order #80158
01/05/2026,SO-#80158,3000.000,-124.93,Sales - Order #80158
01/05/2026,SO-#80158,3034.000,3.00,Discount - Order #80158
01/05/2026,RF-#80158,3035.000,3.25,Refund - Order #80158
01/05/2026,RF-#80158,1061.000,-3.25,Refund Credit Card/PayPal - Order #80158
01/05/2026,SO-#80157,1051.000,10.00,Cash/Check - Order #80157
01/05/2026,SO-#80157,1061.000,9.89,Credit Card/PayPal - Order #80157
01/05/2026,SO-#80157,3000.000,-19.24,Sales - Order #80157
01/05/2026,SO-#80157,2110.000,-0.65,Sales Tax - Order #80157
01/05/2026,SO-#80156,1061.000,74.83,Credit Card/PayPal - Order #80156
01/05/2026,SO-#80156,3000.000,-74.83,Sales - Order #80156
01/05/2026,SO-#80155,1061.000,49.08,Credit Card/PayPal - Order #80155
01/05/2026,SO-#80155,3000.000,-45.75,Sales - Order #80155
01/05/2026,SO-#80155,2110.000,-3.33,Sales Tax - Order #80155
01/05/2026,SO-#80154,1061.000,150.37,Credit Card/PayPal - Order #80154
01/05/2026,SO-#80154,3000.000,-155.75,Sales - Order #80154
01/05/2026,SO-#80154,3034.000,15.57,Discount - Order #80154
01/05/2026,SO-#80154,2110.000,-10.19,Sales Tax - Order #80154
01/05/2026,SO-#80152,1061.000,100.00,Credit Card/PayPal - Order #80152
01/05/2026,SO-#80152,3000.000,-100.00,Sales - Order #80152
01/05/2026,SO-#80151,1061.000,154.24,Credit Card/PayPal - Order #80151
01/05/2026,SO-#80151,3000.000,-143.80,Sales - Order #80151
01/05/2026,SO-#80151,2110.000,-10.44,Sales Tax - Order #80151
01/05/2026,SO-#80150,1061.000,99.91,Credit Card/PayPal - Order #80150
01/05/2026,SO-#80150,3000.000,-133.10,Sales - Order #80150
01/05/2026,SO-#80150,3034.000,39.93,Discount - Order #80150
01/05/2026,SO-#80150,2110.000,-6.74,Sales Tax - Order #80150
01/05/2026,SO-#80148,1061.000,40.99,Credit Card/PayPal - Order #80148
01/05/2026,SO-#80148,3000.000,-42.45,Sales - Order #80148
01/05/2026,SO-#80148,3034.000,4.24,Discount - Order #80148
01/05/2026,SO-#80148,2110.000,-2.78,Sales Tax - Order #80148
01/05/2026,SO-#80147,1051.000,20.56,Cash/Check - Order #80147
01/05/2026,SO-#80147,3000.000,-19.15,Sales - Order #80147
01/05/2026,SO-#80147,2110.000,-1.41,Sales Tax - Order #80147
01/05/2026,SO-#80144,1061.000,78.46,Credit Card/PayPal - Order #80144
01/05/2026,SO-#80144,3000.000,-73.15,Sales - Order #80144
01/05/2026,SO-#80144,2110.000,-5.31,Sales Tax - Order #80144
01/05/2026,SO-#80143,1061.000,49.18,Credit Card/PayPal - Order #80143
01/05/2026,SO-#80143,3000.000,-45.85,Sales - Order #80143
01/05/2026,SO-#80143,2110.000,-3.33,Sales Tax - Order #80143
01/05/2026,SO-#80142,1061.000,98.21,Credit Card/PayPal - Order #80142
01/05/2026,SO-#80142,3000.000,-93.75,Sales - Order #80142
01/05/2026,SO-#80142,2110.000,-4.46,Sales Tax - Order #80142
01/05/2026,SO-#80141,1051.000,20.93,Cash/Check - Order #80141
01/05/2026,SO-#80141,3000.000,-14.43,Sales - Order #80141
01/05/2026,SO-#80141,3040.000,-6.50,Shipping - Order #80141
01/05/2026,SO-#80139,1061.000,54.50,Credit Card/PayPal - Order #80139
01/05/2026,SO-#80139,3000.000,-48.00,Sales - Order #80139
01/05/2026,SO-#80139,3034.000,4.00,Discount - Order #80139
01/05/2026,SO-#80139,3040.000,-6.50,Shipping - Order #80139
01/05/2026,RF-#80139,3035.000,4.00,Refund - Order #80139
01/05/2026,RF-#80139,1061.000,-4.00,Refund Credit Card/PayPal - Order #80139
01/05/2026,SO-#80129,1061.000,231.53,Credit Card/PayPal - Order #80129
01/05/2026,SO-#80129,3000.000,-212.90,Sales - Order #80129
01/05/2026,SO-#80129,2110.000,-18.63,Sales Tax - Order #80129
01/05/2026,SO-#80119,1061.000,107.20,Credit Card/PayPal - Order #80119
01/05/2026,SO-#80119,3000.000,-99.95,Sales - Order #80119
01/05/2026,SO-#80119,2110.000,-8.63,Sales Tax - Order #80119
01/05/2026,SO-#80113,1061.000,39.00,Credit Card/PayPal - Order #80113
01/05/2026,SO-#80113,3000.000,-39.00,Sales - Order #80113
01/05/2026,SO-#80111,1061.000,36.90,Credit Card/PayPal - Order #80111
01/05/2026,SO-#80111,3000.000,-30.40,Sales - Order #80111
01/05/2026,SO-#80111,3040.000,-6.50,Shipping - Order #80111
01/05/2026,SO-#80110,1061.000,66.20,Credit Card/PayPal - Order #80110
01/05/2026,SO-#80110,3000.000,-66.20,Sales - Order #80110
01/05/2026,SO-#80109,1061.000,229.95,Credit Card/PayPal - Order #80109
01/05/2026,SO-#80109,3000.000,-229.95,Sales - Order #80109
01/05/2026,SO-#80107,1061.000,104.99,Credit Card/PayPal - Order #80107
01/05/2026,SO-#80107,3000.000,-104.99,Sales - Order #80107
01/05/2026,SO-#80106,1061.000,12.50,Credit Card/PayPal - Order #80106
01/05/2026,SO-#80106,3000.000,-6.00,Sales - Order #80106
01/05/2026,SO-#80106,3040.000,-6.50,Shipping - Order #80106
01/05/2026,SO-#80105,1061.000,51.00,Credit Card/PayPal - Order #80105
01/05/2026,SO-#80105,3000.000,-51.00,Sales - Order #80105
01/05/2026,SO-#80104,1061.000,32.45,Credit Card/PayPal - Order #80104
01/05/2026,SO-#80104,3000.000,-25.95,Sales - Order #80104
01/05/2026,SO-#80104,3040.000,-6.50,Shipping - Order #80104
01/05/2026,SO-#80094,1061.000,686.82,Credit Card/PayPal - Order #80094
01/05/2026,SO-#80094,3000.000,-749.90,Sales - Order #80094
01/05/2026,SO-#80094,3034.000,112.48,Discount - Order #80094
01/05/2026,SO-#80094,2110.000,-49.40,Sales Tax - Order #80094
01/05/2026,SO-#80089,1061.000,206.35,Credit Card/PayPal - Order #80089
01/05/2026,SO-#80089,3000.000,-206.35,Sales - Order #80089
01/05/2026,SO-#80077,1061.000,57.21,Credit Card/PayPal - Order #80077
01/05/2026,SO-#80077,3000.000,-52.85,Sales - Order #80077
01/05/2026,SO-#80077,2110.000,-4.36,Sales Tax - Order #80077
01/05/2026,SO-#80072,1061.000,87.35,Credit Card/PayPal - Order #80072
01/05/2026,SO-#80072,3000.000,-79.95,Sales - Order #80072
01/05/2026,SO-#80072,2110.000,-17.57,Sales Tax - Order #80072
01/05/2026,SO-#80058,1061.000,64.00,Credit Card/PayPal - Order #80058
01/05/2026,SO-#80058,3000.000,-64.00,Sales - Order #80058
01/05/2026,SO-#80052,1061.000,23.45,Credit Card/PayPal - Order #80052
01/05/2026,SO-#80052,3000.000,-16.95,Sales - Order #80052
01/05/2026,SO-#80052,3040.000,-6.50,Shipping - Order #80052
01/05/2026,SO-#80048,1061.000,50.10,Credit Card/PayPal - Order #80048
01/05/2026,SO-#80048,3000.000,-50.10,Sales - Order #80048
01/05/2026,SO-#80047,1061.000,45.70,Credit Card/PayPal - Order #80047
01/05/2026,SO-#80047,3000.000,-39.20,Sales - Order #80047
01/05/2026,SO-#80047,3040.000,-6.50,Shipping - Order #80047
01/05/2026,SO-#80046,1061.000,68.14,Credit Card/PayPal - Order #80046
01/05/2026,SO-#80046,3000.000,-62.65,Sales - Order #80046
01/05/2026,SO-#80046,2110.000,-7.58,Sales Tax - Order #80046
01/05/2026,SO-#80044,1061.000,27.45,Credit Card/PayPal - Order #80044
01/05/2026,SO-#80044,3000.000,-20.95,Sales - Order #80044
01/05/2026,SO-#80044,3040.000,-6.50,Shipping - Order #80044
