Date,Reference,Account,Amount,Memo
01/07/2026,SO-#80252,3000.000,-499.00,Sales - Order #80252
01/07/2026,SO-#80252,3034.000,119.76,Discount - Order #80252
01/07/2026,SO-#80252,2110.000,-27.50,Sales Tax - Order #80252
01/07/2026,SO-#80250,1061.000,15.54,Credit Card/PayPal - Order #80250
01/07/2026,SO-#80250,3000.000,-20.65,Sales - Order #80250
01/07/2026,SO-#80250,3034.000,6.16,Discount - Order #80250
01/07/2026,SO-#80250,2110.000,-1.05,Sales Tax - Order #80250
01/07/2026,SO-#80249,2340.000,74.83,Store Credit/Store Credit Adjustments - Order #80249
01/07/2026,SO-#80249,3000.000,-74.83,Sales - Order #80249
01/07/2026,SO-#80247,1061.000,11.49,Credit Card/PayPal - Order #80247
01/07/2026,SO-#80247,3000.000,-10.70,Sales - Order #80247
01/07/2026,SO-#80247,2110.000,-0.79,Sales Tax - Order #80247
01/07/2026,SO-#80246,1061.000,74.83,Credit Card/PayPal - Order #80246
01/07/2026,SO-#80246,3000.000,-74.83,Sales - Order #80246
01/07/2026,SO-#80245,1051.000,23.11,Cash/Check - Order #80245
01/07/2026,SO-#80245,3000.000,-22.24,Sales - Order #80245
01/07/2026,SO-#80245,2110.000,-0.87,Sales Tax - Order #80245
01/07/2026,SO-#80244,1051.000,0.74,Cash/Check - Order #80244
01/07/2026,SO-#80244,3000.000,-0.74,Sales - Order #80244
01/07/2026,SO-#80243,1061.000,31.32,Credit Card/PayPal - Order #80243
01/07/2026,SO-#80243,3000.000,-29.20,Sales - Order #80243
01/07/2026,SO-#80243,2110.000,-2.12,Sales Tax - Order #80243
01/07/2026,SO-#80242,1061.000,55.10,Credit Card/PayPal - Order #80242
01/07/2026,SO-#80242,3000.000,-58.25,Sales - Order #80242
01/07/2026,SO-#80242,3034.000,6.88,Discount - Order #80242
01/07/2026,SO-#80242,2110.000,-3.73,Sales Tax - Order #80242
01/07/2026,SO-#80240,1061.000,223.31,Credit Card/PayPal - Order #80240
01/07/2026,SO-#80240,3000.000,-210.90,Sales - Order #80240
01/07/2026,SO-#80240,2110.000,-12.41,Sales Tax - Order #80240
01/07/2026,SO-#80238,2320.000,40.00,Gift Cards/Gift Certificates - Order #80238
01/07/2026,SO-#80238,1061.000,3.72,Credit Card/PayPal - Order #80238
01/07/2026,SO-#80238,3000.000,-44.95,Sales - Order #80238
01/07/2026,SO-#80238,3034.000,4.18,Discount - Order #80238
01/07/2026,SO-#80238,2110.000,-2.95,Sales Tax - Order #80238
01/07/2026,SO-#80237,1061.000,273.38,Credit Card/PayPal - Order #80237
01/07/2026,SO-#80237,3000.000,-254.90,Sales - Order #80237
01/07/2026,SO-#80237,2110.000,-18.48,Sales Tax - Order #80237
01/07/2026,SO-#80236,1061.000,273.44,Credit Card/PayPal - Order #80236
01/07/2026,SO-#80236,3000.000,-254.95,Sales - Order #80236
01/07/2026,SO-#80236,2110.000,-18.49,Sales Tax - Order #80236
01/07/2026,SO-#80235,2320.000,19.31,Gift Cards/Gift Certificates - Order #80235
01/07/2026,SO-#80235,3000.000,-18.00,Sales - Order #80235
01/07/2026,SO-#80235,2110.000,-1.31,Sales Tax - Order #80235
01/07/2026,SO-#80234,1061.000,52.68,Credit Card/PayPal - Order #80234
01/07/2026,SO-#80234,3000.000,-49.10,Sales - Order #80234
01/07/2026,SO-#80234,2110.000,-3.58,Sales Tax - Order #80234
01/07/2026,SO-#80231,1061.000,108.00,Credit Card/PayPal - Order #80231
01/07/2026,SO-#80231,3000.000,-119.98,Sales - Order #80231
01/07/2026,SO-#80231,3034.000,11.98,Discount - Order #80231
01/07/2026,SO-#80230,2320.000,218.95,Gift Cards/Gift Certificates - Order #80230
01/07/2026,SO-#80230,3000.000,-299.95,Sales - Order #80230
01/07/2026,SO-#80230,3034.000,100.00,Discount - Order #80230
01/07/2026,SO-#80230,2110.000,-38.00,Sales Tax - Order #80230
01/07/2026,SO-#80229,1061.000,74.83,Credit Card/PayPal - Order #80229
01/07/2026,SO-#80229,3000.000,-74.83,Sales - Order #80229
01/07/2026,SO-#80227,1061.000,91.12,Credit Card/PayPal - Order #80227
01/07/2026,SO-#80227,3000.000,-99.95,Sales - Order #80227
01/07/2026,SO-#80227,3034.000,14.99,Discount - Order #80227
01/07/2026,SO-#80227,2110.000,-6.16,Sales Tax - Order #80227
01/07/2026,SO-#80226,1061.000,27.31,Credit Card/PayPal - Order #80226
01/07/2026,SO-#80226,3000.000,-25.45,Sales - Order #80226
01/07/2026,SO-#80226,2110.000,-1.86,Sales Tax - Order #80226
