Date,Reference,Account,Amount,Memo
01/20/2026,SO-#80901,1061.000,14.06,Credit Card/PayPal - Order #80901
01/20/2026,SO-#80901,3000.000,-18.70,Sales - Order #80901
01/20/2026,SO-#80901,3034.000,5.60,Discount - Order #80901
01/20/2026,SO-#80901,2110.000,-0.96,Sales Tax - Order #80901
01/20/2026,SO-#80900,1061.000,33.30,Credit Card/PayPal - Order #80900
01/20/2026,SO-#80900,3000.000,-34.50,Sales - Order #80900
01/20/2026,SO-#80900,3034.000,3.45,Discount - Order #80900
01/20/2026,SO-#80900,2110.000,-2.25,Sales Tax - Order #80900
01/20/2026,SO-#80897,1051.000,64.54,Cash/Check - Order #80897
01/20/2026,SO-#80897,3000.000,-64.54,Sales - Order #80897
01/20/2026,SO-#80895,2340.000,45.89,Store Credit/Store Credit Adjustments - Order #80895
01/20/2026,SO-#80895,3000.000,-57.70,Sales - Order #80895
01/20/2026,SO-#80895,3034.000,14.90,Discount - Order #80895
01/20/2026,SO-#80895,2110.000,-3.09,Sales Tax - Order #80895
01/20/2026,SO-#80893,1061.000,36.80,Credit Card/PayPal - Order #80893
01/20/2026,SO-#80893,3000.000,-34.30,Sales - Order #80893
01/20/2026,SO-#80893,2110.000,-2.50,Sales Tax - Order #80893
01/20/2026,SO-#80892,1061.000,37.49,Credit Card/PayPal - Order #80892
01/20/2026,SO-#80892,3000.000,-34.95,Sales - Order #80892
01/20/2026,SO-#80892,2110.000,-2.54,Sales Tax - Order #80892
01/20/2026,SO-#80891,1061.000,25.52,Credit Card/PayPal - Order #80891
01/20/2026,SO-#80891,3000.000,-23.80,Sales - Order #80891
01/20/2026,SO-#80891,2110.000,-1.72,Sales Tax - Order #80891
01/20/2026,SO-#80890,1051.000,48.52,Cash/Check - Order #80890
01/20/2026,SO-#80890,3000.000,-45.25,Sales - Order #80890
01/20/2026,SO-#80890,2110.000,-3.27,Sales Tax - Order #80890
01/20/2026,SO-#80889,1061.000,158.69,Credit Card/PayPal - Order #80889
01/20/2026,SO-#80889,3000.000,-184.95,Sales - Order #80889
01/20/2026,SO-#80889,3034.000,36.99,Discount - Order #80889
01/20/2026,SO-#80889,2110.000,-10.73,Sales Tax - Order #80889
01/20/2026,SO-#80888,2340.000,9.65,Store Credit/Store Credit Adjustments - Order #80888
01/20/2026,SO-#80888,3000.000,-9.98,Sales - Order #80888
01/20/2026,SO-#80888,3034.000,0.98,Discount - Order #80888
01/20/2026,SO-#80888,2110.000,-0.65,Sales Tax - Order #80888
01/20/2026,SO-#80887,1061.000,48.60,Credit Card/PayPal - Order #80887
01/20/2026,SO-#80887,3000.000,-45.30,Sales - Order #80887
01/20/2026,SO-#80887,2110.000,-3.30,Sales Tax - Order #80887
01/20/2026,SO-#80886,1061.000,173.75,Credit Card/PayPal - Order #80886
01/20/2026,SO-#80886,3000.000,-180.00,Sales - Order #80886
01/20/2026,SO-#80886,3034.000,18.00,Discount - Order #80886
01/20/2026,SO-#80886,2110.000,-11.75,Sales Tax - Order #80886
01/20/2026,SO-#80883,1061.000,52.35,Credit Card/PayPal - Order #80883
01/20/2026,SO-#80883,3000.000,-48.80,Sales - Order #80883
01/20/2026,SO-#80883,2110.000,-3.55,Sales Tax - Order #80883
01/20/2026,SO-#80882,1061.000,75.89,Credit Card/PayPal - Order #80882
01/20/2026,SO-#80882,3000.000,-100.90,Sales - Order #80882
01/20/2026,SO-#80882,3034.000,30.16,Discount - Order #80882
01/20/2026,SO-#80882,2110.000,-5.15,Sales Tax - Order #80882
01/20/2026,SO-#80881,1061.000,231.79,Credit Card/PayPal - Order #80881
01/20/2026,SO-#80881,3000.000,-216.10,Sales - Order #80881
01/20/2026,SO-#80881,2110.000,-15.69,Sales Tax - Order #80881
01/20/2026,SO-#80880,1061.000,62.76,Credit Card/PayPal - Order #80880
01/20/2026,SO-#80880,3000.000,-62.76,Sales - Order #80880
01/20/2026,SO-#80879,1061.000,278.70,Credit Card/PayPal - Order #80879
01/20/2026,SO-#80879,3000.000,-279.85,Sales - Order #80879
01/20/2026,SO-#80879,3034.000,20.00,Discount - Order #80879
01/20/2026,SO-#80879,2110.000,-18.85,Sales Tax - Order #80879
01/20/2026,SO-#80877,1061.000,12.66,Credit Card/PayPal - Order #80877
01/20/2026,SO-#80877,3000.000,-11.80,Sales - Order #80877
01/20/2026,SO-#80877,2110.000,-0.86,Sales Tax - Order #80877
01/20/2026,SO-#80876,1061.000,51.70,Credit Card/PayPal - Order #80876
01/20/2026,SO-#80876,3000.000,-47.35,Sales - Order #80876
01/20/2026,SO-#80876,2110.000,-4.35,Sales Tax - Order #80876
01/20/2026,SO-#80875,1061.000,143.35,Credit Card/PayPal - Order #80875
01/20/2026,SO-#80875,3000.000,-167.03,Sales - Order #80875
01/20/2026,SO-#80875,3034.000,33.39,Discount - Order #80875
01/20/2026,SO-#80875,2110.000,-9.71,Sales Tax - Order #80875
