Order Name,Order Date,Item ID,Description,Quantity,Unit Price,Discount Amount,Amount,Taxable,Tax Amount
454,06/14/2026,46364082536645,Capital Campaign,1,100.00,0.00,100.00,No,0.00
452,06/14/2026,46364083716293,Capital Fund,1,100.00,0.00,100.00,No,0.00
450,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
451,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
449,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
447,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
446,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
448,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
445,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
444,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
443,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
187496,06/14/2026,BOOK-500-002,Peter Henniker-Heaton: Man of Joy by Kim M. Schuette,1,28.00,0.00,28.00,No,0.00
442,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
441,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
165884,06/14/2026,46364018933957,Give Now,1,250.00,0.00,250.00,No,0.00
440,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
217925,06/14/2026,46364037873861,Annual Appeal,1,1000.00,0.00,1000.00,No,0.00
204647,06/14/2026,46364037873861,Annual Appeal,1,1000.00,0.00,1000.00,No,0.00
194360,06/14/2026,46364037873861,Annual Appeal,1,1000.00,0.00,1000.00,No,0.00
185170,06/14/2026,46364037873861,Annual Appeal,1,1000.00,0.00,1000.00,No,0.00
175394,06/14/2026,46364037841093,Annual Appeal,1,500.00,0.00,500.00,No,0.00
439,06/14/2026,46364083290309,General Op. Fund,1,1000.00,0.00,1000.00,No,0.00
438,06/14/2026,46364083290309,General Op. Fund,1,65.00,0.00,65.00,No,0.00
437,06/14/2026,46364040069317,Ongoing Fundraising,1,500.00,0.00,500.00,No,0.00
436,06/14/2026,46364083290309,General Op. Fund,1,65.00,0.00,65.00,No,0.00
435,06/14/2026,46364083257541,General Op. Fund,1,500.00,0.00,500.00,No,0.00
434,06/14/2026,46364040102085,Ongoing Fundraising,1,200.00,0.00,200.00,No,0.00
433,06/14/2026,46364083290309,General Op. Fund,1,150.00,0.00,150.00,No,0.00
432,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
431,06/14/2026,46364083290309,General Op. Fund,1,200.00,0.00,200.00,No,0.00
430,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
429,06/14/2026,46364040003781,Ongoing Fundraising,1,100.00,0.00,100.00,No,0.00
427,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
428,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
426,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
425,06/14/2026,46364083814597,Capital Fund,1,107.90,0.00,107.90,No,0.00
424,06/14/2026,46364083814597,Capital Fund,1,200.00,0.00,200.00,No,0.00
423,06/14/2026,46364040003781,Ongoing Fundraising,1,100.00,0.00,100.00,No,0.00
422,06/14/2026,46364083814597,Capital Fund,1,200.00,0.00,200.00,No,0.00
421,06/14/2026,46364083814597,Capital Fund,1,200.00,0.00,200.00,No,0.00
420,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
419,06/14/2026,46364083192005,General Op. Fund,1,100.00,0.00,100.00,No,0.00
417,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
418,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
416,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
415,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
414,06/14/2026,46364082503877,Capital Campaign,1,50.00,0.00,50.00,No,0.00
408,06/14/2026,46364085125317,Exhibits,1,30.00,0.00,30.00,No,0.00
412,06/14/2026,46364082995397,Annual Appeal 99,1,50.00,0.00,50.00,No,0.00
410,06/14/2026,46364082831557,Mem Renewal MM,1,50.00,0.00,50.00,No,0.00
411,06/14/2026,46364084142277,Annual Appeal 98,1,100.00,0.00,100.00,No,0.00
409,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
406,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
407,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
405,06/14/2026,46364082831557,Mem Renewal MM,1,50.00,0.00,50.00,No,0.00
404,06/14/2026,46364083617989,Annual Giving MM,1,30.00,0.00,30.00,No,0.00
403,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
402,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
401,06/14/2026,46364083486917,Annual Giving MM,1,50.00,0.00,50.00,No,0.00
400,06/14/2026,46364082831557,Mem Renewal MM,1,50.00,0.00,50.00,No,0.00
399,06/14/2026,46364082536645,Capital Campaign,1,100.00,0.00,100.00,No,0.00
398,06/14/2026,46364083486917,Annual Giving MM,1,50.00,0.00,50.00,No,0.00
397,06/14/2026,46364083617989,Annual Giving MM,1,35.00,0.00,35.00,No,0.00
396,06/14/2026,46364083290309,General Op. Fund,1,15.00,0.00,15.00,No,0.00
395,06/14/2026,46364083290309,General Op. Fund,1,30.00,0.00,30.00,No,0.00
394,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
393,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
392,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
391,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
390,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
389,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
388,06/14/2026,46364083814597,Capital Fund,1,200.00,0.00,200.00,No,0.00
387,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
386,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
385,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
384,06/14/2026,46364082798789,General MM,1,40.00,0.00,40.00,No,0.00
383,06/14/2026,46364082798789,General MM,1,15.00,0.00,15.00,No,0.00
382,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
381,06/14/2026,46364083126469,Annual Appeal 99,1,30.00,0.00,30.00,No,0.00
379,06/14/2026,46364082634949,Capital Campaign,1,125.00,0.00,125.00,No,0.00
380,06/14/2026,46364082831557,Mem Renewal MM,1,50.00,0.00,50.00,No,0.00
378,06/14/2026,46364083617989,Annual Giving MM,1,35.00,0.00,35.00,No,0.00
377,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
376,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
375,06/14/2026,46364082798789,General MM,1,20.00,0.00,20.00,No,0.00
374,06/14/2026,46364082798789,General MM,1,10.00,0.00,10.00,No,0.00
373,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
372,06/14/2026,46364082798789,General MM,1,20.00,0.00,20.00,No,0.00
371,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
370,06/14/2026,46364083454149,Events,1,5.00,0.00,5.00,No,0.00
368,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
369,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
367,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
366,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
365,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
364,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
363,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
362,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
361,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
360,06/14/2026,46364083454149,Events,1,5.00,0.00,5.00,No,0.00
359,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
358,06/14/2026,46364083290309,General Op. Fund,1,700.00,0.00,700.00,No,0.00
357,06/14/2026,46364083257541,General Op. Fund,1,500.00,0.00,500.00,No,0.00
356,06/14/2026,46364083290309,General Op. Fund,1,700.00,0.00,700.00,No,0.00
355,06/14/2026,46364083257541,General Op. Fund,1,500.00,0.00,500.00,No,0.00
354,06/14/2026,46364083290309,General Op. Fund,1,700.00,0.00,700.00,No,0.00
353,06/14/2026,46364083257541,General Op. Fund,1,500.00,0.00,500.00,No,0.00
352,06/14/2026,46364083290309,General Op. Fund,1,700.00,0.00,700.00,No,0.00
351,06/14/2026,46364083290309,General Op. Fund,1,1000.00,0.00,1000.00,No,0.00
350,06/14/2026,46364083716293,Capital Fund,1,100.00,0.00,100.00,No,0.00
349,06/14/2026,46364083290309,General Op. Fund,1,1000.00,0.00,1000.00,No,0.00
348,06/14/2026,46364083781829,Capital Fund,1,500.00,0.00,500.00,No,0.00
347,06/14/2026,46364082798789,General MM,1,700.00,0.00,700.00,No,0.00
346,06/14/2026,46364082634949,Capital Campaign,1,200.00,0.00,200.00,No,0.00
345,06/14/2026,46364082634949,Capital Campaign,1,750.00,0.00,750.00,No,0.00
342,06/14/2026,46364083093701,Annual Appeal 99,1,500.00,0.00,500.00,No,0.00
343,06/14/2026,46364082798789,General MM,1,1000.00,0.00,1000.00,No,0.00
344,06/14/2026,46364082700485,General MM,1,100.00,0.00,100.00,No,0.00
341,06/14/2026,46364082667717,General MM,1,50.00,0.00,50.00,No,0.00
340,06/14/2026,46364082864325,Mem Renewal MM,1,100.00,0.00,100.00,No,0.00
339,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
338,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
337,06/14/2026,46364083617989,Annual Giving MM,1,24.00,0.00,24.00,No,0.00
336,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
335,06/14/2026,46364083617989,Annual Giving MM,1,35.00,0.00,35.00,No,0.00
334,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
333,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
332,06/14/2026,46364083617989,Annual Giving MM,1,30.00,0.00,30.00,No,0.00
331,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
330,06/14/2026,46364083617989,Annual Giving MM,1,25.00,0.00,25.00,No,0.00
328,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
329,06/14/2026,46364082831557,Mem Renewal MM,1,50.00,0.00,50.00,No,0.00
324,06/14/2026,46364084797637,Restricted Op.Fd.,1,25.00,0.00,25.00,No,0.00
327,06/14/2026,46364082602181,Capital Campaign,1,500.00,0.00,500.00,No,0.00
326,06/14/2026,46364083290309,General Op. Fund,1,35.00,0.00,35.00,No,0.00
325,06/14/2026,46364083290309,General Op. Fund,1,35.00,0.00,35.00,No,0.00
323,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
322,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
321,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
319,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
320,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
318,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
317,06/14/2026,46364083814597,Capital Fund,1,25.00,0.00,25.00,No,0.00
316,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
315,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
314,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
313,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
312,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
311,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
308,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
310,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
309,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
307,06/14/2026,46364082962629,Mem Renewal MM,1,25.00,0.00,25.00,No,0.00
306,06/14/2026,46364083617989,Annual Giving MM,1,15.00,0.00,15.00,No,0.00
304,06/14/2026,46364082798789,General MM,1,5.00,0.00,5.00,No,0.00
305,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
303,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
302,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
301,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
300,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
299,06/14/2026,46364083617989,Annual Giving MM,1,15.00,0.00,15.00,No,0.00
298,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
177336,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
176482,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
175910,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
174631,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
173296,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
172520,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
171832,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
171269,06/14/2026,46363848147141,Membership,1,40.00,0.00,40.00,No,0.00
171269,06/14/2026,46364040102085,Ongoing Fundraising,1,10.00,0.00,10.00,No,0.00
171146,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
170200,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
168281,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
168759,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
169220,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
167841,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
166883,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
166314,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
165335,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
163775,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
162604,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
161877,06/14/2026,46363848147141,Membership,1,40.00,0.00,40.00,No,0.00
161826,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
161172,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
160481,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
155241,06/14/2026,PREORDER-BOOK-400-000,*Pre-Order Life at 400 Beacon Street by Heather Vogel Frederick (Coming soon!),1,40.00,0.00,40.00,No,0.00
155241,06/14/2026,JEWEL-100-260,Feed My Sheep Pin,1,11.00,0.00,11.00,No,0.00
155241,06/14/2026,BOOK-400-524,Homeward Part I: Lynn by Stephen R. Howard,1,9.00,0.00,9.00,No,0.00
155241,06/14/2026,BOOK-400-525,Homeward Part II: Chestnut Hill by Stephen R. Howard,1,16.00,0.00,16.00,No,0.00
159743,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
157232,06/14/2026,PH-300-473,Daniel's Answer to the King,1,27.00,0.00,27.00,No,1.69
158440,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
157236,06/14/2026,BOOK-400-000,Life at 400 Beacon Street by Heather Vogel Frederick,1,36.00,0.00,36.00,No,0.00
157511,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
157230,06/14/2026,PH-300-473,Daniel's Answer to the King,1,27.00,0.00,27.00,No,1.69
157237,06/14/2026,BOOK-400-000,Life at 400 Beacon Street by Heather Vogel Frederick,1,36.00,0.00,36.00,No,0.00
155240,06/14/2026,PREORDER-BOOK-400-000,*Pre-Order Life at 400 Beacon Street by Heather Vogel Frederick (Coming soon!),1,40.00,0.00,40.00,No,0.00
155240,06/14/2026,JEWEL-100-260,Feed My Sheep Pin,1,11.00,0.00,11.00,No,0.00
155240,06/14/2026,BOOK-400-524,Homeward Part I: Lynn by Stephen R. Howard,1,9.00,0.00,9.00,No,0.00
155240,06/14/2026,BOOK-400-525,Homeward Part II: Chestnut Hill by Stephen R. Howard,1,16.00,0.00,16.00,No,0.00
157231,06/14/2026,PH-300-473,Daniel's Answer to the King,1,27.00,0.00,27.00,No,1.69
155239,06/14/2026,PREORDER-BOOK-400-000,*Pre-Order Life at 400 Beacon Street by Heather Vogel Frederick (Coming soon!),1,40.00,0.00,40.00,No,0.00
155239,06/14/2026,JEWEL-100-260,Feed My Sheep Pin,1,11.00,0.00,11.00,No,0.00
155239,06/14/2026,BOOK-400-524,Homeward Part I: Lynn by Stephen R. Howard,1,9.00,0.00,9.00,No,0.00
155239,06/14/2026,BOOK-400-525,Homeward Part II: Chestnut Hill by Stephen R. Howard,1,16.00,0.00,16.00,No,0.00
155242,06/14/2026,PREORDER-BOOK-400-000,*Pre-Order Life at 400 Beacon Street by Heather Vogel Frederick (Coming soon!),1,40.00,0.00,40.00,No,0.00
155242,06/14/2026,JEWEL-100-260,Feed My Sheep Pin,1,11.00,0.00,11.00,No,0.00
155242,06/14/2026,BOOK-400-524,Homeward Part I: Lynn by Stephen R. Howard,1,9.00,0.00,9.00,No,0.00
155242,06/14/2026,BOOK-400-525,Homeward Part II: Chestnut Hill by Stephen R. Howard,1,16.00,0.00,16.00,No,0.00
155238,06/14/2026,PREORDER-BOOK-400-000,*Pre-Order Life at 400 Beacon Street by Heather Vogel Frederick (Coming soon!),1,40.00,0.00,40.00,No,0.00
155238,06/14/2026,JEWEL-100-260,Feed My Sheep Pin,1,11.00,0.00,11.00,No,0.00
155238,06/14/2026,BOOK-400-524,Homeward Part I: Lynn by Stephen R. Howard,1,9.00,0.00,9.00,No,0.00
155238,06/14/2026,BOOK-400-525,Homeward Part II: Chestnut Hill by Stephen R. Howard,1,16.00,0.00,16.00,No,0.00
156581,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
155641,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
155133,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
154614,06/14/2026,46364037873861,Annual Appeal,1,25.00,0.00,25.00,No,0.00
154148,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
152906,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
151414,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
152272,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
150874,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
150291,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
150324,06/14/2026,46363848147141,Membership,1,35.00,0.00,35.00,No,0.00
149510,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
148130,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
297,06/14/2026,46364037873861,Annual Appeal,1,25.00,0.00,25.00,No,0.00
147428,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
146605,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
146138,06/14/2026,46364040102085,Ongoing Fundraising,1,20.00,0.00,20.00,No,0.00
296,06/14/2026,46363848147141,Membership,1,25.00,0.00,25.00,No,0.00
295,06/14/2026,46363848147141,Membership,1,35.00,0.00,35.00,No,0.00
294,06/14/2026,46363848147141,Membership,1,25.00,0.00,25.00,No,0.00
293,06/14/2026,46363848147141,Membership,1,35.00,0.00,35.00,No,0.00
292,06/14/2026,46363848147141,Membership,1,25.00,0.00,25.00,No,0.00
291,06/14/2026,46363848147141,Membership,1,35.00,0.00,35.00,No,0.00
290,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
289,06/14/2026,46364083290309,General Op. Fund,1,35.00,0.00,35.00,No,0.00
287,06/14/2026,46364083290309,General Op. Fund,1,35.00,0.00,35.00,No,0.00
288,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
286,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
285,06/14/2026,46364083290309,General Op. Fund,1,15.00,0.00,15.00,No,0.00
284,06/14/2026,46364083290309,General Op. Fund,1,35.00,0.00,35.00,No,0.00
282,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
283,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
281,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
279,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
280,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
278,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
277,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
276,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
273,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
275,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
274,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
272,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
271,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
270,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
269,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
268,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
267,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
266,06/14/2026,46364083290309,General Op. Fund,1,40.00,0.00,40.00,No,0.00
264,06/14/2026,46364083290309,General Op. Fund,1,400.00,0.00,400.00,No,0.00
261,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
263,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
260,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
259,06/14/2026,46364082798789,General MM,1,25.00,0.00,25.00,No,0.00
257,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
256,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
258,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
253,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
255,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
254,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
252,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
251,06/14/2026,46364082962629,Mem Renewal MM,1,40.00,0.00,40.00,No,0.00
250,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
249,06/14/2026,46364082798789,General MM,1,7.00,0.00,7.00,No,0.00
248,06/14/2026,46364083486917,Annual Giving MM,1,50.00,0.00,50.00,No,0.00
247,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
246,06/14/2026,46364082536645,Capital Campaign,1,100.00,0.00,100.00,No,0.00
245,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
244,06/14/2026,46364083617989,Annual Giving MM,1,30.00,0.00,30.00,No,0.00
243,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
242,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
241,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
240,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
239,06/14/2026,46364082962629,Mem Renewal MM,1,35.00,0.00,35.00,No,0.00
238,06/14/2026,46364083617989,Annual Giving MM,1,25.00,0.00,25.00,No,0.00
237,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
236,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
235,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
234,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
233,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
232,06/14/2026,46364082962629,Mem Renewal MM,1,20.00,0.00,20.00,No,0.00
231,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
230,06/14/2026,46364083290309,General Op. Fund,1,10.00,0.00,10.00,No,0.00
229,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
228,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
226,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
225,06/14/2026,46364083716293,Capital Fund,1,100.00,0.00,100.00,No,0.00
227,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
224,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
223,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
222,06/14/2026,46364083159237,General Op. Fund,1,50.00,0.00,50.00,No,0.00
221,06/14/2026,46364083290309,General Op. Fund,1,25.00,0.00,25.00,No,0.00
